Symbols	EntrezID	EnsemblID	Ensembl_version_id	nCov1	nCov2	Ctrl1	Ctrl2	Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gid	Symbol	Tag
VPS4B	9525	ENSG00000119541	ENSG00000119541.10	167	150	7534	7824	6695	506,406864854112	0,19904701539568	0,0991098904117397	2,00834663996463	0,0446064689402696	0,0909670541334253	ENSG00000119541.10	VPS4B	NC
YLPM1	56252	ENSG00000119596	ENSG00000119596.18	138	78	6923	6494	6118	375,486640891449	-0,234490767439416	0,223945183187868	-1,04709002489552	0,295058059518538	0,435297705430245	ENSG00000119596.18	YLPM1	NC
DCAF4	26094	ENSG00000119599	ENSG00000119599.17	20	2	1088	1012	971	48,20181864673	-0,861541139945416	0,699376193007134	-1,23187084227305	0,217997334830951	0,340144193946565	ENSG00000119599.17	DCAF4	NC
FCF1	51077	ENSG00000119616	ENSG00000119616.11	25	33	3725	3813	3427	154,384732865946	-1,24541735305003	0,205140173300925	-6,07105538135183	1,27072352934951e-09	1,25311992816311e-08	ENSG00000119616.11	FCF1	Down
IFI27L2	83982	ENSG00000119632	ENSG00000119632.4	24	34	694	647	680	78,5851487491194	1,23607156371045	0,322751495320175	3,82979345296061	0,000128250860808607	0,000549670873020324	ENSG00000119632.4	IFI27L2	Up
BBOF1	80127	ENSG00000119636	ENSG00000119636.16	29	26	244	206	189	57,3449002207798	2,77502252456835	0,25528927963014	10,8701098948956	1,60008001663708e-27	7,07788481433413e-26	ENSG00000119636.16	BBOF1	Up
NEK9	91754	ENSG00000119638	ENSG00000119638.13	48	71	12166	11361	12147	437,75015962753	-1,93854553577115	0,246810000090574	-7,85440433961245	4,01676505243405e-15	7,18406115617531e-14	ENSG00000119638.13	NEK9	Down
IFT43	112752	ENSG00000119650	ENSG00000119650.12	10	17	1038	744	810	49,5856330747811	-0,27321574617713	0,411126823327947	-0,66455344354701	0,506336155398121	0,669983053409786	ENSG00000119650.12	IFT43	NC
NPC2	10577	ENSG00000119655	ENSG00000119655.10	195	316	13801	15716	12863	880,0451229714	-0,0623304561049885	0,302576673157725	-0,20599888105881	0,836791785347638	0,907636216014305	ENSG00000119655.10	NPC2	NC
DNAL1	83544	ENSG00000119661	ENSG00000119661.15	6	70	998	986	768	100,37875322084	1,17304038060118	0,928293722636199	1,26365217387223	0,206354898198683	0,324593371001338	ENSG00000119661.15	DNAL1	NC
IRF2BPL	64207	ENSG00000119669	ENSG00000119669.5	15	10	2062	2159	1939	76,2320537155783	-1,63788271600407	0,312229798893894	-5,24576040405637	1,5563905816852e-07	1,15941621652214e-06	ENSG00000119669.5	IRF2BPL	Down
ACOT2	10965	ENSG00000119673	ENSG00000119673.14	4	18	5266	3170	4849	145,8548145058	-2,84146650039295	0,608653402925166	-4,66844757087855	3,03484200153698e-06	1,81708461309608e-05	ENSG00000119673.14	ACOT2	Down
AREL1	9870	ENSG00000119682	ENSG00000119682.17	126	24	4990	4650	3987	275,280571758795	-0,137186390090884	0,688726154263794	-0,199188587861206	0,842115226123986	0,91074520229467	ENSG00000119682.17	AREL1	NC
MLH3	27030	ENSG00000119684	ENSG00000119684.15	30	20	1622	1673	1164	94,0720051520522	-0,112124364903755	0,293064824115858	-0,382592367548786	0,70202203028004	0,822629537779672	ENSG00000119684.15	MLH3	NC
TTLL5	23093	ENSG00000119685	ENSG00000119685.20	108	31	1413	1322	1250	166,609412492781	1,4306279639509	0,478766760243364	2,98815223350864	0,00280669714951074	0,00862469630076929	ENSG00000119685.20	TTLL5	Up
FLVCR2	55640	ENSG00000119686	ENSG00000119686.10	124	90	16890	11935	14776	600,456101602325	-1,38524074395215	0,217397890419464	-6,37191437911084	1,86683104783986e-10	2,04970040176002e-09	ENSG00000119686.10	FLVCR2	Down
ABCD4	5826	ENSG00000119688	ENSG00000119688.21	30	6	2863	2716	2590	115,876522495495	-1,33190654657932	0,683123602852574	-1,94972994787118	0,0512083148738118	0,101444558897642	ENSG00000119688.21	ABCD4	NC
DLST	1743	ENSG00000119689	ENSG00000119689.15	36	87	7161	7328	6223	305,962570091776	-1,10032191905377	0,508779688442702	-2,16266872292346	0,0305666683754812	0,0668554519011187	ENSG00000119689.15	DLST	NC
SLIRP	81892	ENSG00000119705	ENSG00000119705.9	72	12	1758	1756	1557	136,368705612679	0,528700669426037	0,719994980166367	0,734311604927956	0,462758846669533	0,624232269919158	ENSG00000119705.9	SLIRP	NC
RBM25	58517	ENSG00000119707	ENSG00000119707.14	332	286	14532	14319	12511	997,558088362613	0,268940319433428	0,0839084659993553	3,20516310518052	0,00134985964558948	0,00454135878887053	ENSG00000119707.14	RBM25	NC
ALDH6A1	4329	ENSG00000119711	ENSG00000119711.13	37	40	1183	1086	1015	98,9625998795881	0,886882650447815	0,214578651160966	4,13313554563507	3,57847541675843e-05	0,000174010550801793	ENSG00000119711.13	ALDH6A1	NC
EIF2B2	8892	ENSG00000119718	ENSG00000119718.11	61	28	1299	978	1081	108,13282075248	0,984552084719355	0,356730420591411	2,75993306959104	0,00578132045545645	0,0162870956822701	ENSG00000119718.11	EIF2B2	NC
NRDE2	55051	ENSG00000119720	ENSG00000119720.18	25	32	2054	1907	2017	109,19916915598	-0,400277907030244	0,238959138895262	-1,67508934322738	0,0939167035359971	0,168047982566758	ENSG00000119720.18	NRDE2	NC
RHOQ	23433	ENSG00000119729	ENSG00000119729.12	212	166	8432	9348	7860	584,755042291969	0,209741972564596	0,128838561446486	1,62794407365154	0,103536744897402	0,182191449767074	ENSG00000119729.12	RHOQ	NC
GPR75	10936	ENSG00000119737	ENSG00000119737.6	0	36	161	153	212	41,3484446561337	2,49314776946884	1,48550896397866	1,67831216769733	0,0932861739126478	0,167298753049892	ENSG00000119737.6	GPR75	NC
SUPT7L	9913	ENSG00000119760	ENSG00000119760.16	66	110	5720	5005	4789	310,529740698027	-0,153239847516813	0,287604999175291	-0,532813574020719	0,594162636522798	0,748158399810643	ENSG00000119760.16	SUPT7L	NC
KLHL29	114818	ENSG00000119771	ENSG00000119771.15	2	22	3703	2915	3214	117,407374847146	-2,17700722158237	0,923375264993434	-2,35766248470805	0,0183904050979431	0,0443473840488593	ENSG00000119771.15	KLHL29	Down
DNMT3A	1788	ENSG00000119772	ENSG00000119772.16	57	38	7701	6253	6171	272,911156971476	-1,42226962949238	0,214600431385184	-6,62752455953627	3,41362855755804e-11	4,08154542438169e-10	ENSG00000119772.16	DNMT3A	Down
TMEM214	54867	ENSG00000119777	ENSG00000119777.20	28	38	5301	5274	4824	208,351719669327	-1,54200052135311	0,19166872240908	-8,0451338224189	8,61512286383567e-16	1,62748603977802e-14	ENSG00000119777.20	TMEM214	Down
ATAD2B	54454	ENSG00000119778	ENSG00000119778.15	221	78	2087	2290	1987	341,392486006474	1,87271393969061	0,417842921988661	4,48186110411468	7,39948985978949e-06	4,10196578147897e-05	ENSG00000119778.15	ATAD2B	Up
ATL2	64225	ENSG00000119787	ENSG00000119787.14	30	22	2083	2307	1821	105,79030922026	-0,581120802375266	0,23659621766255	-2,45617114304042	0,0140426263030781	0,0352559048206938	ENSG00000119787.14	ATL2	NC
YPEL5	51646	ENSG00000119801	ENSG00000119801.13	270	156	9410	10100	9474	680,818147019407	0,230130072551261	0,201492804351344	1,14212551307779	0,253401851908577	0,384719026813704	ENSG00000119801.13	YPEL5	NC
FAM98A	25940	ENSG00000119812	ENSG00000119812.19	43	32	2928	2841	2252	139,914380863762	-0,440251850217599	0,222296835513303	-1,98046836429776	0,0476509247245415	0,0957382784792704	ENSG00000119812.19	FAM98A	NC
YIPF4	84272	ENSG00000119820	ENSG00000119820.11	22	18	3924	4756	4403	155,173856575003	-2,11849637105376	0,48983332029644	-4,32493316251267	1,52578116214463e-05	7,96533351718922e-05	ENSG00000119820.11	YIPF4	Down
AFTPH	54812	ENSG00000119844	ENSG00000119844.15	149	118	7588	7580	6501	459,569399437656	-0,0139089805752728	0,155512857318043	-0,0894394252356077	0,928732692197228	0,961095314493526	ENSG00000119844.15	AFTPH	NC
LGALSL	29094	ENSG00000119862	ENSG00000119862.13	8	46	1035	1106	522	69,038256521982	0,530918589472399	0,915114159619679	0,580166511348757	0,561802334645257	0,723297795556578	ENSG00000119862.13	LGALSL	NC
BCL11A	53335	ENSG00000119866	ENSG00000119866.22	38	12	295	578	234	56,8982083839459	1,82807565566921	0,554063981864622	3,29939450226864	0,000968936393283882	0,00337003633438229	ENSG00000119866.22	BCL11A	Up
CRIPT	9419	ENSG00000119878	ENSG00000119878.6	32	58	1008	1180	949	103,919426418185	1,00418624504182	0,830501830204772	1,20913188691496	0,226612180482519	0,351367375118154	ENSG00000119878.6	CRIPT	NC
EPCAM	4072	ENSG00000119888	ENSG00000119888.10	36	20	47	76	20	58,6607645273156	5,04561747720097	0,541868225070037	9,31152122187793	1,26014388165374e-20	3,54125139448263e-19	ENSG00000119888.10	EPCAM	Up
SLC17A5	26503	ENSG00000119899	ENSG00000119899.13	18	42	6971	7427	5492	239,334735664485	-2,04395577470175	0,373759054621399	-5,46864550685518	4,53487697599732e-08	3,65819081538426e-07	ENSG00000119899.13	SLC17A5	Down
OGFRL1	79627	ENSG00000119900	ENSG00000119900.9	200	331	9407	13555	10436	821,368495061628	0,344820015175333	0,31545465110683	1,0930890191838	0,274354716755918	0,410186918479638	ENSG00000119900.9	OGFRL1	NC
SLF2	55719	ENSG00000119906	ENSG00000119906.13	231	226	7996	8596	6423	659,763991021678	0,680903795294956	0,129913747708032	5,24119892857852	1,59536610738031e-07	1,18675365316477e-06	ENSG00000119906.13	SLF2	NC
IDE	3416	ENSG00000119912	ENSG00000119912.17	82	58	3746	4374	3106	236,692646391627	-0,00559084799493047	0,196911934603971	-0,028392631488664	0,977349001053974	0,987941659458422	ENSG00000119912.17	IDE	NC
IFIT3	3437	ENSG00000119917	ENSG00000119917.14	453	1043	28273	34872	25927	2281,39554955736	0,441017338864028	0,443873436782456	0,993565512865264	0,32043444104459	0,465426851268913	ENSG00000119917.14	IFIT3	NC
IFIT2	3433	ENSG00000119922	ENSG00000119922.10	394	891	18374	24055	18440	1823,8481626898	0,775802253677001	0,454725879222086	1,70608775336075	0,0879917423718474	0,159524917988698	ENSG00000119922.10	IFIT2	NC
GPAM	57678	ENSG00000119927	ENSG00000119927.14	32	2	979	763	776	58,5779455360315	0,200080339623842	1,0277521743128	0,194677612584595	0,845645339142849	0,913138957300365	ENSG00000119927.14	GPAM	NC
CUTC	51076	ENSG00000119929	ENSG00000119929.13	90	26	1246	1381	1313	146,15822073884	1,1995674377868	0,47292483173804	2,53648647159907	0,0111971068916957	0,0290438470026151	ENSG00000119929.13	CUTC	Up
PPP1R3C	5507	ENSG00000119938	ENSG00000119938.9	48	0	28	24	32	45,1447372881806	5,4305683159476	1,51212545207589	3,59134773407348	0,000328972356016584	0,00128469531510345	ENSG00000119938.9	PPP1R3C	Up
MXI1	4601	ENSG00000119950	ENSG00000119950.21	16	56	1089	1033	1151	107,23064474399	0,923349458028915	0,581282554027424	1,58846924207767	0,112180270863269	0,19514900979273	ENSG00000119950.21	MXI1	NC
SMNDC1	10285	ENSG00000119953	ENSG00000119953.13	108	112	3147	3081	2738	316,266005635494	1,05107405555419	0,220663445054464	4,76324501910485	1,90504289763066e-06	1,18812335982779e-05	ENSG00000119953.13	SMNDC1	Up
C10orf88	80007	ENSG00000119965	ENSG00000119965.13	18	10	712	654	635	50,8732896136503	0,236607568217912	0,387296167133502	0,610921533174773	0,5412515285666	0,706100210032452	ENSG00000119965.13	C10orf88	NC
HELLS	3070	ENSG00000119969	ENSG00000119969.15	24	0	454	271	142	29,0119924427333	1,04580837455818	1,33995389519971	0,780480864531768	0,435107886555882	0,594618863719938	ENSG00000119969.15	HELLS	NC
TCTN3	26123	ENSG00000119977	ENSG00000119977.21	16	24	4825	3852	3900	154,722778990351	-1,97125386803226	0,294898539499539	-6,68451553330037	2,31689827447225e-11	2,81246070607591e-10	ENSG00000119977.21	TCTN3	Down
DENND10	404636	ENSG00000119979	ENSG00000119979.18	108	38	1057	1056	1036	159,235693849797	1,77419459192349	0,67776229687131	2,61772394261755	0,0088518384128384	0,02366875898	ENSG00000119979.18	DENND10	Up
AVPI1	60370	ENSG00000119986	ENSG00000119986.7	35	108	5558	4693	4313	278,420805214369	-0,289774735102959	0,532619505494848	-0,544055807407456	0,58640306998227	0,742859179423328	ENSG00000119986.7	AVPI1	NC
WDR11	55717	ENSG00000120008	ENSG00000120008.16	83	52	7454	7866	6810	332,930743391495	-1,04037500053003	0,171241353112336	-6,07548925315684	1,2361025873999e-09	1,22403194030047e-08	ENSG00000120008.16	WDR11	Down
ARMH3	79591	ENSG00000120029	ENSG00000120029.13	53	58	4938	4547	5009	250,841696937589	-0,652480168143645	0,247591209864717	-2,63531232994967	0,00840598952941905	0,0226116069699013	ENSG00000120029.13	ARMH3	NC
GOT1	2805	ENSG00000120053	ENSG00000120053.12	18	14	2035	1994	1595	88,7684849270259	-1,07073479474032	0,338524196046831	-3,16294908087515	0,00156179646010879	0,00516352530423668	ENSG00000120053.12	GOT1	Down
GNA13	10672	ENSG00000120063	ENSG00000120063.10	589	460	11228	13038	9821	1307,24562991665	1,27775461269158	0,12148325416921	10,5179485142194	7,14114949079775e-26	2,83771592889409e-24	ENSG00000120063.10	GNA13	Up
KANSL1	284058	ENSG00000120071	ENSG00000120071.14	52	8	951	835	924	81,5728151453121	0,780807062041575	0,905316431458831	0,862468673835268	0,388429664305564	0,542202514332902	ENSG00000120071.14	KANSL1	NC
DUSP1	1843	ENSG00000120129	ENSG00000120129.6	208	473	14164	21776	21428	1207,22455577955	-0,0507414848330654	0,458805606045028	-0,110594735906705	0,911937722016716	0,951922172756269	ENSG00000120129.6	DUSP1	NC
PANK3	79646	ENSG00000120137	ENSG00000120137.7	186	111	6891	8709	5459	475,784866517383	0,162179745514586	0,24194817774912	0,670307778398535	0,502661609609695	0,666392407707771	ENSG00000120137.7	PANK3	NC
RCL1	10171	ENSG00000120158	ENSG00000120158.12	36	16	2025	1631	1514	97,6194903228096	-0,313047610303494	0,340996344178687	-0,918038024887015	0,358598958886852	0,509393446421934	ENSG00000120158.12	RCL1	NC
MOB3B	79817	ENSG00000120162	ENSG00000120162.10	67	22	15423	13349	12228	450,851125198906	-2,64793741752994	0,4395056035914	-6,02480923085493	1,69309203953466e-09	1,65295607020509e-08	ENSG00000120162.10	MOB3B	Down
CD274	29126	ENSG00000120217	ENSG00000120217.14	101	108	10841	8633	6672	440,755139630371	-0,636348358090665	0,2178263351138	-2,92135639962089	0,00348510895677997	0,0104363939758818	ENSG00000120217.14	CD274	NC
NUP43	348995	ENSG00000120253	ENSG00000120253.14	44	14	2875	2456	2478	129,470839968749	-0,73482081414367	0,408168265344964	-1,80028894094115	0,0718150262226859	0,134707218718725	ENSG00000120253.14	NUP43	NC
MTHFD1L	25902	ENSG00000120254	ENSG00000120254.15	14	63	6701	4728	4389	224,173728948099	-1,2722962826327	0,662674433291534	-1,91994170699048	0,054865262991811	0,107608194854297	ENSG00000120254.15	MTHFD1L	NC
CCDC170	80129	ENSG00000120262	ENSG00000120262.10	116	26	1345	1096	1559	175,147419543973	1,49243574028503	0,799220666896674	1,86736379838633	0,0618508016665511	0,118964707365797	ENSG00000120262.10	CCDC170	NC
PCMT1	5110	ENSG00000120265	ENSG00000120265.17	30	46	6938	7512	7118	271,297747371465	-1,82964476606825	0,218524781928391	-8,37271063685495	5,63077519994938e-17	1,18560631976995e-15	ENSG00000120265.17	PCMT1	Down
PLEKHG1	57480	ENSG00000120278	ENSG00000120278.16	24	22	43	59	67	50,7770289589544	4,501428623343	0,40746932878722	11,0472821027804	2,25952237178437e-28	1,06291492228929e-26	ENSG00000120278.16	PLEKHG1	Up
CXorf21	80231	ENSG00000120280	ENSG00000120280.6	54	34	1838	1845	2050	133,910198102798	0,262941907732275	0,238035634116192	1,10463254255422	0,269318844125444	0,404232109963611	ENSG00000120280.6	CXorf21	NC
CYSTM1	84418	ENSG00000120306	ENSG00000120306.11	118	106	2504	2220	1614	282,176394351891	1,52973725766163	0,214762155459056	7,1229367874047	1,05651283648930e-12	1,47582280434354e-11	ENSG00000120306.11	CYSTM1	Up
WDR55	54853	ENSG00000120314	ENSG00000120314.18	65	24	4466	4193	3635	200,869748159959	-0,768718707118095	0,391276866351601	-1,96464134025068	0,0494557636678549	0,0985996482733511	ENSG00000120314.18	WDR55	NC
ARAP3	64411	ENSG00000120318	ENSG00000120318.16	22	0	119	635	192	24,593114382352	0,557040159644744	1,48095900364186	0,376134760162108	0,706816713678421	0,826047605906969	ENSG00000120318.16	ARAP3	NC
MRPS14	63931	ENSG00000120333	ENSG00000120333.4	26	39	1829	1501	1598	104,370147823382	0,0449795338901434	0,28431674681322	0,158202196649684	0,874297472876956	0,929465288888775	ENSG00000120333.4	MRPS14	NC
CENPL	91687	ENSG00000120334	ENSG00000120334.15	10	14	472	374	326	29,3861338184923	0,584861780206017	0,57759949259676	1,01257322366508	0,311264054950712	0,454680128459178	ENSG00000120334.15	CENPL	NC
GORAB	92344	ENSG00000120370	ENSG00000120370.12	80	24	1498	1515	1504	131,959560444959	0,747345251366142	0,492843332497112	1,51639517487136	0,129419458421375	0,21935190138306	ENSG00000120370.12	GORAB	NC
TCP1	6950	ENSG00000120438	ENSG00000120438.12	189	94	10599	10045	8817	540,458739467009	-0,39591748527579	0,294524293793034	-1,34426087633371	0,178864042216678	0,287471529573426	ENSG00000120438.12	TCP1	NC
SNX19	399979	ENSG00000120451	ENSG00000120451.10	68	49	10219	10473	9604	398,826697101269	-1,68640377224102	0,156035634898861	-10,8078117753942	3,16120794531303e-27	1,38410689222688e-25	ENSG00000120451.10	SNX19	Down
KCNJ5	3762	ENSG00000120457	ENSG00000120457.12	6	39	129	959	476	62,7102992109503	1,33399412684065	0,984742284728046	1,35466319211534	0,175524890121901	0,282929750906547	ENSG00000120457.12	KCNJ5	NC
MSANTD2	79684	ENSG00000120458	ENSG00000120458.11	4	42	823	737	671	59,9204311423981	0,571317218704131	1,03077619933687	0,554259226272081	0,5794014505103	0,737694544451906	ENSG00000120458.11	MSANTD2	NC
PDZD11	51248	ENSG00000120509	ENSG00000120509.10	28	48	1661	1350	1655	119,844943961895	0,403321509499941	0,313659481209149	1,28585786071299	0,198492672526744	0,313856683876135	ENSG00000120509.10	PDZD11	NC
SLC10A7	84068	ENSG00000120519	ENSG00000120519.14	20	2	1423	1438	1192	55,150376983939	-1,34114870787182	0,716003631053199	-1,87310322141673	0,0610541326134554	0,117611267287102	ENSG00000120519.14	SLC10A7	NC
ENY2	56943	ENSG00000120533	ENSG00000120533.13	130	83	4156	4004	3677	311,453219958074	0,516651589613811	0,14041645722987	3,67942333688153	0,00023376194680945	0,000944626754231119	ENSG00000120533.13	ENY2	NC
MASTL	84930	ENSG00000120539	ENSG00000120539.14	45	44	1192	1169	1045	107,213612581531	1,00204806315939	0,24980754710618	4,01128018255381	6,03903893686154e-05	0,000279258462173907	ENSG00000120539.14	MASTL	Up
KIAA1217	56243	ENSG00000120549	ENSG00000120549.18	66	70	38	40	6	155,498135867149	7,25580656738967	0,639303122957068	11,3495559568492	7,45402816496277e-30	3,85208407428773e-28	ENSG00000120549.18	KIAA1217	Up
PLXDC2	84898	ENSG00000120594	ENSG00000120594.17	515	512	44094	52983	49146	2322,73975076615	-0,855799022418311	0,148447390447853	-5,76499876378047	8,165843977833e-09	7,29631395824829e-08	ENSG00000120594.17	PLXDC2	NC
EPC1	80314	ENSG00000120616	ENSG00000120616.16	152	110	2590	2441	2530	314,56204622677	1,44430248352507	0,150018069885297	9,62752343520601	6,11863342838898e-22	1,90359452161369e-20	ENSG00000120616.16	EPC1	Up
CCDC77	84318	ENSG00000120647	ENSG00000120647.10	20	9	1078	1094	912	55,4411813398164	-0,417238174391858	0,309454846484547	-1,34830066205699	0,177561699285832	0,285762944396377	ENSG00000120647.10	CCDC77	NC
TAF12	6883	ENSG00000120656	ENSG00000120656.11	33	42	1875	1828	1934	128,426996277835	0,0998902420647641	0,225843407881261	0,442298683861882	0,658273083223168	0,793070765698928	ENSG00000120656.11	TAF12	NC
MTRF1	9617	ENSG00000120662	ENSG00000120662.16	16	10	1143	1174	1020	57,9590395087563	-0,628459371408349	0,57952436685322	-1,08443994308789	0,278169781681451	0,414708319458241	ENSG00000120662.16	MTRF1	NC
DNAJC15	29103	ENSG00000120675	ENSG00000120675.6	126	46	3745	3182	3099	241,509016787419	0,321682146909989	0,454351000251027	0,708003606753944	0,478943017686529	0,641395190570298	ENSG00000120675.6	DNAJC15	NC
PROSER1	80209	ENSG00000120685	ENSG00000120685.20	165	70	4192	4212	3323	330,823441405212	0,657472930020065	0,323305364748694	2,03359734080231	0,041992210177696	0,0862553539461216	ENSG00000120685.20	PROSER1	NC
UFM1	51569	ENSG00000120686	ENSG00000120686.12	175	95	8040	8247	7197	485,668518012801	-0,0878281445186927	0,262066118903731	-0,335137349635632	0,737521479424492	0,84516187444924	ENSG00000120686.12	UFM1	NC
WBP4	11193	ENSG00000120688	ENSG00000120688.9	46	30	1766	1923	1511	129,417639435977	0,289208983560853	0,290230532549144	0,996480215298787	0,319016875312648	0,463899220893948	ENSG00000120688.9	WBP4	NC
ELF1	1997	ENSG00000120690	ENSG00000120690.16	273	246	13883	15347	12168	872,458180639527	-0,00542050304902395	0,106073772790267	-0,0511012562902006	0,959244834927759	0,978596741498085	ENSG00000120690.16	ELF1	NC
